Merchant_ID,Merchant_Name,Merchant_Category,State,City,Merchant_Risk_Level,Merchant_Rating,Merchant_Status,Merchant_Since
MER100298,Reliance Smart,Grocery,Maharashtra,Pune,Low,4.7,Active,24-12-2012
MER100299,Zomato,Food Delivery,Uttar Pradesh,Lucknow,Low,4.6,Active,06-09-2021
MER100300,Domino's India,Food Delivery,Tamil Nadu,Madurai,Low,3.7,Active,26-04-2020
MER100301,Myntra,Fashion,West Bengal,Asansol,Medium,4.2,Active,13-03-2024
MER100302,Redbus,Travel,Madhya Pradesh,Indore,Medium,4.4,Active,03-06-2017
MER100303,Coursera,Education,Uttar Pradesh,Varanasi,Medium,4,Active,06-05-2010
MER100304,PhonePe,Financial Services,Telangana,Khammam,Low,4.4,Active,20-01-2022
MER100305,Manipal Hospitals,Hospital,Bihar,Muzaffarpur,High,4.9,Active,21-05-2007
MER100306,Swiggy,Food Delivery,Kerala,Kollam,Low,4.9,Active,27-02-2023
MER100307,Meesho,Ecommerce,Kerala,Thrissur,Low,3.5,Active,10-03-2012
MER100308,Coursera,Education,Bihar,Gaya,Low,4,Active,07-10-2016
MER100309,HP Lubricants,Fuel,Tamil Nadu,Madurai,Low,4,Active,07-08-2017
MER100310,Paytm Utilities,Utilities,Maharashtra,Pune,Low,3.8,Active,05-02-2025
MER100311,Torrent Power,Utilities,Gujarat,Rajkot,Low,4.2,Active,22-10-2012
MER100312,PayU,Financial Services,West Bengal,Kolkata,Low,4.1,Active,24-01-2010
MER100313,IRCTC,Travel,Tamil Nadu,Coimbatore,Low,4.7,Active,08-02-2026
MER100314,BookMyShow,Entertainment,Odisha,Bhubaneswar,Medium,4.4,Active,29-01-2014
MER100315,Vi Bill,Utilities,Kerala,Kollam,Low,4,Active,14-07-2025
MER100316,PVR Inox,Entertainment,Maharashtra,Nagpur,Low,4.3,Active,20-08-2013
MER100317,Pharmeasy,Pharmacy,Telangana,Nizamabad,Low,4.7,Active,14-09-2007
MER100318,Udemy,Education,Gujarat,Vadodara,Low,4.7,Active,26-08-2019
MER100319,Uber India,Travel,Rajasthan,Bharatpur,Medium,4.8,Active,24-07-2010
MER100320,Pharmeasy,Pharmacy,Maharashtra,Mumbai,Low,4.8,Active,21-03-2026
MER100321,Amazon Prime Video,Entertainment,Rajasthan,Jodhpur,Low,3.7,Active,20-02-2010
MER100322,Samsung SmartCafe,Electronics,Telangana,Karimnagar,Low,4.1,Active,02-01-2011
MER100323,OYO Rooms,Hotel,Kerala,Kozhikode,Low,4.8,Active,18-10-2014
MER100324,Amazon Prime Video,Entertainment,Bihar,Muzaffarpur,Medium,4.8,Active,23-01-2009
MER100325,Ola Cabs,Travel,Madhya Pradesh,Bhopal,Low,4.1,Active,09-07-2008
MER100326,Ola Cabs,Travel,Haryana,HOdal,High,4.5,Active,04-07-2012
MER100327,PVR Inox,Entertainment,Bihar,Purnia,Medium,4.6,Active,18-05-2010
MER100328,Netflix India,Entertainment,Rajasthan,Kota,High,4.7,Active,22-09-2012
MER100329,Manipal Hospitals,Hospital,Uttar Pradesh,Kanpur,Low,4.3,Active,20-11-2020
MER100330,OYO Rooms,Hotel,Gujarat,Jamnagar,Low,3.6,Active,21-05-2020
MER100331,Myntra,Fashion,Karnataka,Bengaluru,High,5,Active,08-12-2025
MER100332,Apollo Pharmacy,Pharmacy,Madhya Pradesh,Indore,High,4.5,Active,11-09-2009
MER100333,Vijay Sales,Electronics,Haryana,Faridabad,Medium,4.7,Active,26-09-2010
MER100334,Marriott India,Hotel,Assam,Silchar,Low,4.3,Active,29-06-2016
MER100335,Vijay Sales,Electronics,Tamil Nadu,Tiruchirappalli,Low,4.4,Active,31-01-2018
MER100336,Taj Hotels,Hotel,Uttar Pradesh,Agra,Medium,4.9,Active,01-11-2014
MER100337,Airtel Postpaid,Utilities,Karnataka,Mysuru,Low,4.7,Active,05-03-2008
MER100338,Zomato,Food Delivery,Bihar,Gaya,Low,3.9,Active,05-09-2009
MER100339,PayU,Financial Services,Gujarat,Gandhinagar,Medium,4.3,Active,26-08-2011
MER100340,EatClub,Food Delivery,Uttar Pradesh,Ghaziabad,Medium,4.9,Active,26-11-2023
MER100341,PVR Inox,Entertainment,Madhya Pradesh,Ujjain,Low,3.9,Active,17-12-2008
MER100342,Apollo Hospitals,Hospital,Gujarat,Gandhinagar,Low,4.9,Active,22-07-2006
MER100343,Wellness Forever,Pharmacy,Madhya Pradesh,Gwalior,Low,4.2,Active,19-09-2017
MER100344,Spotify,Entertainment,Maharashtra,Nagpur,Medium,4.8,Active,07-07-2011
MER100345,IndiGo,Airline,Tamil Nadu,Madurai,Low,3.6,Active,15-06-2023
MER100346,Samsung SmartCafe,Electronics,Odisha,Cuttack,Low,4.9,Active,13-01-2008
MER100347,Yatra,Travel,Haryana,Palwal,Medium,3.6,Active,26-08-2011
MER100348,Max Healthcare,Hospital,Karnataka,Bengaluru,Medium,3.8,Active,08-06-2026
MER100349,Torrent Power,Utilities,Telangana,Karimnagar,Low,4.9,Active,05-05-2019
MER100350,Zomato,Food Delivery,Tamil Nadu,Coimbatore,Low,4.2,Active,06-04-2025
MER100351,Manipal Hospitals,Hospital,Bihar,Muzaffarpur,Medium,4.1,Active,21-11-2014
MER100352,Jiomart,Ecommerce,Gujarat,Gandhinagar,High,4.1,Active,09-07-2020
MER100353,Blinkit,Grocery,Telangana,Karimnagar,High,4.7,Active,20-05-2023
MER100354,Netmeds,Pharmacy,Assam,Nagaon,Low,3.6,Active,24-10-2025
MER100355,Amazon,Ecommerce,Tamil Nadu,Salem,Low,4.9,Active,01-10-2024
MER100356,Myntra,Fashion,Assam,Guwahati,Low,4.2,Active,03-05-2018
MER100357,Coursera,Education,Tamil Nadu,Salem,Low,4,Active,12-11-2022
MER100358,Ola Cabs,Travel,Uttar Pradesh,Noida,High,3.5,Active,30-06-2018
MER100359,Air India,Airline,Haryana,Palwal,Low,4.3,Active,22-07-2006
MER100360,Taj Hotels,Hotel,Madhya Pradesh,Indore,Low,4.3,Active,22-01-2012
MER100361,Pharmeasy,Pharmacy,Assam,Guwahati,Medium,4.7,Active,09-11-2009
MER100362,Zepto,Grocery,Punjab,Ludhiana,Low,4.7,Active,24-09-2009
MER100363,Myntra,Fashion,Rajasthan,Alwar,Low,4.4,Active,22-12-2024
MER100364,Apollo Hospitals,Hospital,Telangana,Khammam,Medium,3.8,Active,25-02-2013
MER100365,Marriott India,Hotel,Haryana,HOdal,High,3.9,Active,24-08-2011
MER100366,BookMyShow,Entertainment,Rajasthan,Udaipur,Medium,3.8,Active,10-08-2014
MER100367,MakeMyTrip Hotels,Hotel,West Bengal,Kolkata,Low,5,Active,15-09-2016
MER100368,Wellness Forever,Pharmacy,Assam,Guwahati,High,3.7,Active,01-11-2009
MER100369,Taj Hotels,Hotel,Tamil Nadu,Chennai,High,4.2,Active,07-07-2019
MER100370,Wellness Forever,Pharmacy,West Bengal,Siliguri,Low,3.7,Active,16-02-2024
MER100371,Trends,Fashion,Punjab,Bathinda,Low,4.9,Active,29-07-2025
MER100372,Apollo Hospitals,Hospital,Rajasthan,Kota,Low,4.6,Active,18-01-2016
MER100373,EatClub,Food Delivery,Kerala,Kochi,Low,3.7,Active,24-09-2023
MER100374,Tata Play,Utilities,Madhya Pradesh,Indore,Low,4.8,Active,05-10-2018
MER100375,Yatra,Travel,Tamil Nadu,Coimbatore,Medium,4.2,Active,09-03-2007
MER100376,Snapdeal,Ecommerce,Tamil Nadu,Chennai,Low,4.6,Active,14-09-2014
MER100377,Manipal Hospitals,Hospital,Kerala,Kollam,Low,3.6,Active,10-11-2018
MER100378,MakeMyTrip,Travel,Bihar,Gaya,Medium,4.7,Active,25-05-2023
MER100379,Razorpay,Financial Services,Telangana,Nizamabad,Medium,4.4,Active,03-01-2012
MER100380,Taj Hotels,Hotel,Tamil Nadu,Salem,Low,4.3,Active,20-04-2021
MER100381,Myntra,Fashion,Telangana,Warangal,Low,4.8,Active,23-06-2010
MER100382,Redbus,Travel,Karnataka,Mangaluru,High,4.9,Active,09-06-2007
MER100383,Marriott India,Hotel,Assam,Guwahati,Low,4.5,Active,18-05-2012
MER100384,Snapdeal,Ecommerce,Haryana,Faridabad,Medium,3.8,Active,27-09-2023
MER100385,Vi Bill,Utilities,Haryana,Faridabad,Low,4.1,Active,18-05-2009
MER100386,Apollo Pharmacy,Pharmacy,Bihar,Bhagalpur,Low,4.2,Active,30-04-2026
MER100387,Myntra,Fashion,Assam,Guwahati,Low,3.8,Active,06-01-2014
MER100388,Indian Oil,Fuel,Bihar,Gaya,Low,4.5,Active,16-07-2016
MER100389,Vi Bill,Utilities,Madhya Pradesh,Gwalior,Low,4.6,Active,20-01-2025
MER100390,SpiceJet,Airline,Tamil Nadu,Chennai,Low,3.7,Active,11-10-2011
MER100391,PayU,Financial Services,Uttar Pradesh,Varanasi,Low,4.5,Active,26-07-2013
MER100392,Zepto,Grocery,Gujarat,Ahmedabad,Low,3.7,Active,07-05-2025
MER100393,BigBasket,Grocery,Assam,Dibrugarh,Low,4.4,Active,20-12-2010
MER100394,Razorpay,Financial Services,Tamil Nadu,Salem,Medium,4.9,Active,07-08-2013
MER100395,Tata 1mg,Pharmacy,Bihar,Gaya,Low,5,Active,04-01-2007
MER100396,Apollo Hospitals,Hospital,Rajasthan,Jaipur,Low,3.8,Active,13-11-2006
MER100397,IRCTC,Travel,Bihar,Muzaffarpur,Medium,4.9,Active,08-05-2022
MER100398,PhonePe,Financial Services,Karnataka,Hubballi-Dharwad,Low,4.8,Active,26-03-2023
MER100399,Zara India,Fashion,Maharashtra,Nagpur,High,3.8,Active,09-05-2021
MER100400,Bharat Petroleum,Fuel,Maharashtra,Thane,Low,4.7,Active,27-10-2009
MER100401,Indian Oil,Fuel,Punjab,Patiala,Medium,4.1,Active,08-07-2013
MER100402,Shell Station,Fuel,Odisha,Rourkela,Low,4.1,Active,06-04-2011
MER100403,Cashfree,Financial Services,Uttar Pradesh,Varanasi,Low,4.3,Active,06-11-2021
MER100404,SpiceJet,Airline,Haryana,HOdal,Medium,3.8,Active,22-10-2024
MER100405,Redbus,Travel,West Bengal,Howrah,Low,4.8,Active,14-03-2019
MER100406,SpiceJet,Airline,Punjab,Ludhiana,Medium,3.5,Active,22-08-2011
MER100407,Myntra,Fashion,Telangana,Hyderabad,Low,3.9,Active,17-08-2021
MER100408,Marriott India,Hotel,Assam,Silchar,Low,4.4,Active,10-06-2018
MER100409,Samsung SmartCafe,Electronics,Tamil Nadu,Tiruchirappalli,Low,4.5,Active,22-04-2014
MER100410,Shell Station,Fuel,Telangana,Hyderabad,High,4.9,Active,22-12-2024
MER100411,Reliance Digital,Electronics,Kerala,Kochi,Low,4.9,Active,27-12-2010
MER100412,PayU,Financial Services,Maharashtra,Mumbai,Medium,4.2,Active,29-10-2022
MER100413,Samsung SmartCafe,Electronics,Tamil Nadu,Chennai,Medium,3.7,Active,16-07-2007
MER100414,Bharat Petroleum,Fuel,Telangana,Karimnagar,Low,4.3,Active,08-12-2025
MER100415,Manipal Hospitals,Hospital,Tamil Nadu,Salem,Low,4.4,Active,18-01-2025
MER100416,Nykaa,Fashion,Karnataka,Mangaluru,Low,4.9,Active,04-01-2026
MER100417,Jiomart,Ecommerce,Haryana,Gurugram,Low,4.1,Active,14-11-2022
MER100418,Shell Station,Fuel,Maharashtra,Nagpur,Medium,4.4,Active,20-01-2023
MER100419,Indian Oil,Fuel,Haryana,Nuh,Medium,3.6,Active,15-09-2024
MER100420,Shell Station,Fuel,Madhya Pradesh,Indore,Medium,4,Active,28-03-2022
MER100421,MakeMyTrip Hotels,Hotel,Telangana,Karimnagar,Low,4.4,Active,15-01-2026
MER100422,Nykaa,Fashion,Punjab,Jalandhar,Low,4.3,Active,02-10-2013
MER100423,Jiomart,Ecommerce,West Bengal,Durgapur,Low,4.9,Active,24-06-2025
MER100424,Marriott India,Hotel,Madhya Pradesh,Gwalior,High,4.5,Inactive,26-07-2011
MER100425,IndiGo,Airline,Kerala,Kozhikode,Low,5,Active,24-01-2015
MER100426,MakeMyTrip,Travel,Odisha,Cuttack,Low,4.7,Active,14-02-2017
MER100427,Udemy,Education,Tamil Nadu,Chennai,Low,4.7,Active,03-04-2012
MER100428,Coursera,Education,Haryana,Nuh,Low,3.5,Active,03-01-2023
MER100429,Zara India,Fashion,Madhya Pradesh,Ujjain,Medium,3.7,Active,06-07-2008
MER100430,SpiceJet,Airline,West Bengal,Asansol,Low,4.4,Active,26-04-2017
MER100431,Apollo Hospitals,Hospital,Karnataka,Mangaluru,Low,4.1,Active,03-06-2011
MER100432,IRCTC,Travel,Gujarat,Gandhinagar,Medium,4.2,Active,22-10-2010
MER100433,Reliance Smart,Grocery,Kerala,Thiruvananthapuram,Medium,4.5,Active,07-04-2018
MER100434,Instamart,Grocery,Uttar Pradesh,Varanasi,Medium,4.8,Active,21-03-2018
MER100435,Torrent Power,Utilities,Maharashtra,Pune,Low,4.5,Active,19-02-2014
MER100436,Indian Oil,Fuel,Assam,Nagaon,Medium,3.7,Active,09-05-2012
MER100437,Swiggy,Food Delivery,Kerala,Thrissur,High,3.8,Active,25-02-2007
MER100438,Razorpay,Financial Services,Punjab,Jalandhar,Medium,3.8,Active,04-12-2013
MER100439,OYO Rooms,Hotel,West Bengal,Durgapur,Low,4.3,Active,21-02-2007
MER100440,Udemy,Education,Assam,Jorhat,Low,4.8,Active,02-01-2013
MER100441,Ajio,Fashion,Telangana,Nizamabad,Medium,4.4,Inactive,25-05-2024
MER100442,Croma,Electronics,Rajasthan,Bikaner,Medium,4.5,Active,21-12-2015
MER100443,SpiceJet,Airline,West Bengal,Kolkata,Low,4.9,Active,19-11-2015
MER100444,Reliance Digital,Electronics,Punjab,Jalandhar,High,3.9,Active,04-04-2024
MER100445,Instamart,Grocery,Punjab,Bathinda,Medium,4.2,Active,22-11-2022
MER100446,MakeMyTrip,Travel,Bihar,Gaya,Low,4.4,Active,17-08-2013
MER100447,Myntra,Fashion,Karnataka,Mysuru,Medium,4.8,Active,19-04-2019
MER100448,Amazon,Ecommerce,Bihar,Patna,High,3.6,Active,21-03-2016
MER100449,Zomato,Food Delivery,Bihar,Gaya,Low,4.4,Active,19-02-2018
MER100450,Tata Cliq,Ecommerce,Uttar Pradesh,Ghaziabad,Medium,3.6,Active,07-02-2012
MER100451,MakeMyTrip Hotels,Hotel,Rajasthan,Bharatpur,Low,4.8,Active,16-11-2014
MER100452,H&M India,Fashion,Maharashtra,Nashik,Medium,3.7,Active,22-11-2018
MER100453,OYO Rooms,Hotel,Maharashtra,Nashik,Low,4.6,Active,11-03-2021
MER100454,Redbus,Travel,Maharashtra,Pune,Medium,4.1,Active,21-12-2017
MER100455,Bharat Petroleum,Fuel,Gujarat,Vadodara,Low,3.6,Active,26-10-2010
MER100456,Apollo Hospitals,Hospital,Punjab,Jalandhar,Low,4.3,Active,03-02-2017
MER100457,Apollo Hospitals,Hospital,Odisha,Bhubaneswar,Medium,3.9,Active,11-03-2016
MER100458,Jio-bp,Fuel,Gujarat,Vadodara,Low,4.4,Inactive,28-08-2019
MER100459,Croma,Electronics,Maharashtra,Aurangabad,Medium,3.9,Active,15-10-2024
MER100460,Domino's India,Food Delivery,Kerala,Thiruvananthapuram,Medium,4.2,Active,01-12-2014
MER100461,Wellness Forever,Pharmacy,West Bengal,Siliguri,Low,4.6,Active,29-09-2016
MER100462,Instamart,Grocery,Tamil Nadu,Tiruchirappalli,Low,4.3,Active,04-04-2010
MER100463,Zepto,Grocery,Maharashtra,Pune,Medium,3.6,Active,22-12-2017
MER100464,IndiGo,Airline,Gujarat,Surat,Low,4.4,Active,28-11-2023
MER100465,MakeMyTrip Hotels,Hotel,Rajasthan,Kota,Medium,4.6,Active,25-05-2020
MER100466,Ajio,Fashion,West Bengal,Durgapur,Low,4.2,Active,15-12-2006
MER100467,OYO Rooms,Hotel,Bihar,Bhagalpur,Low,3.7,Active,31-08-2009
MER100468,Meesho,Ecommerce,Uttar Pradesh,Agra,Low,3.6,Active,19-04-2022
MER100469,Nykaa,Fashion,Uttar Pradesh,Noida,Medium,4.3,Active,10-10-2025
MER100470,Marriott India,Hotel,Karnataka,Belagavi,Low,4.7,Active,08-03-2026
MER100471,Instamart,Grocery,Assam,Silchar,Low,4.6,Active,29-09-2010
MER100472,BigBasket,Grocery,Kerala,Thiruvananthapuram,Low,3.7,Active,08-03-2007
MER100473,Domino's India,Food Delivery,Punjab,Bathinda,Low,3.6,Active,21-06-2007
MER100474,Uber India,Travel,Uttar Pradesh,Agra,Low,3.9,Active,09-06-2011
MER100475,Torrent Power,Utilities,Bihar,Gaya,Low,4.2,Active,09-02-2025
MER100476,Akasa Air,Airline,Telangana,Karimnagar,Low,4.7,Active,19-06-2023
MER100477,Vi Bill,Utilities,Haryana,Nuh,Low,4.7,Active,16-05-2013
MER100478,Swiggy,Food Delivery,Odisha,Sambalpur,Low,3.9,Active,23-07-2014
MER100479,SpiceJet,Airline,Uttar Pradesh,Ghaziabad,Low,3.8,Active,07-03-2025
MER100480,Manipal Hospitals,Hospital,Odisha,Bhubaneswar,Medium,4.7,Active,21-02-2012
MER100481,MakeMyTrip Hotels,Hotel,Punjab,Patiala,Low,4.9,Active,22-01-2007
MER100482,BookMyShow,Entertainment,Bihar,Gaya,Low,4.4,Active,15-10-2019
MER100483,Jiomart,Ecommerce,Rajasthan,Kota,Low,4.8,Active,17-08-2024
MER100484,HP Lubricants,Fuel,Bihar,Purnia,Low,4,Active,09-06-2014
MER100485,BookMyShow,Entertainment,Madhya Pradesh,Ujjain,Low,3.6,Active,21-10-2018
MER100486,Trends,Fashion,Assam,Dibrugarh,Low,4.6,Active,05-09-2017
MER100487,PVR Inox,Entertainment,Uttar Pradesh,Ghaziabad,Low,4.8,Active,28-07-2014
MER100488,Indian Oil,Fuel,Tamil Nadu,Coimbatore,Low,4.5,Active,26-07-2019
MER100489,Zara India,Fashion,Tamil Nadu,Madurai,Low,4.4,Active,21-06-2019
MER100490,Ola Cabs,Travel,Rajasthan,Bikaner,Medium,3.9,Active,27-10-2014
MER100491,Goibibo,Travel,Odisha,Cuttack,Low,4.3,Active,07-09-2008
MER100492,Paytm,Financial Services,Tamil Nadu,Salem,High,4,Active,05-10-2014
MER100493,PVR Inox,Entertainment,West Bengal,Kolkata,High,4.7,Active,26-03-2020
MER100494,Google Pay,Financial Services,Bihar,Bhagalpur,Low,3.8,Active,27-03-2014
MER100495,Ola Cabs,Travel,Rajasthan,Jodhpur,High,4.6,Active,30-09-2017
MER100496,IRCTC,Travel,Assam,Silchar,Low,4.5,Active,19-04-2009
MER100497,Apple Store,Electronics,Madhya Pradesh,Jabalpur,Low,3.5,Active,29-08-2018
MER100498,Tata Cliq,Ecommerce,Bihar,Bhagalpur,Low,4.5,Active,13-10-2014
MER100499,Amazon Prime Video,Entertainment,Assam,Dibrugarh,High,4.7,Active,27-01-2025
MER100500,MakeMyTrip Hotels,Hotel,Gujarat,Bhavnagar,Medium,3.8,Active,31-01-2017
